名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page,城市,出发城市,到达城市,高铁时间,高铁费用
白浪绿洲湿地公园Bailang Oasis Wetland Park,http://travel.qunar.com/p-oi7568567-bailanglu:zhoushidigong,",潍坊
,潍坊
地址:,潍坊
潍坊市机场路与宝通街路口南200米,潍坊
,潍坊
,潍坊
电话:,潍坊
0536-6106689,潍坊
,潍坊
",白浪绿洲湿地公园，位于潍坊市区白浪河上游，南起白浪河水库，北至宝通街，面积超过10平方公里，分为休闲度假区、湿地科普区、人文公园区三大景区。徜徉在白浪河上游湿地公园，宛若走进了野外的森林，俨然“世外桃源”和天然“氧吧”。目前湿地公园已吸引白鹭、野鸭、喜鹊、斑鸠、啄木鸟等30余种野生鸟类在此生息繁衍。可以说，湿地公园“虽由人作，宛自天成”，较好地保留了原生态的湿地风貌。,全天开放,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1547332054915100510000000omx6k4A33_D_640_10000.jpg_480x360x95_1e9c991e.jpg,4.6,建议游览时间：2小时 - 3小时,,{'潍坊白浪绿洲湿地公园电子导览服务大小同价\n\n': ['¥9起']},,3,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
山旺化石博物馆Shanwang Huashi Museum,http://travel.qunar.com/p-oi707447-shanwanghuashibowuguan,",潍坊
,潍坊
地址:,潍坊
城关街道山旺路80号,潍坊
,潍坊
,潍坊
电话:,潍坊
3212138,潍坊
,潍坊
",山东省山旺化石博物馆位于全国文化模范县临朐县城，距“化石宝库”山旺化石产地仅二十公里。该馆于1980年经山东省人民政府编制委员公布成立，目前辟有山旺化石、文物、石佛、书画精品和奇石精品五大展厅和一处石刻长廊，是一个集陈列、教育、收藏、利用和研究于一体的综合性博物馆。2018年9月，经中国博物馆协会决定，同意山旺化石博物馆为国家二级博物馆。,全天,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/e43f460b3f1339d8d29b4ba05c30922f.jpg_480x360x95_570be683.jpg,4.8,建议游览时间：2小时 - 3小时,,具体收费情况以现场公示为主,,3,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
石门坊Shimen Lane,http://travel.qunar.com/p-oi714434-shimenfang,",潍坊
,潍坊
地址:,潍坊
潍坊市临朐县石门坊风景区,潍坊
,潍坊
,潍坊
电话:,潍坊
0536-3495203,潍坊
,潍坊
",石门坊古称石门山，景区包括石门山、太平崮、天柱峰三大景点，面积约十余平方公里。古以“晚照”闻名，现以红叶著称，与北京香山、南京栖霞山、苏州天平山、四川末亚罗齐名，为国内五大红叶景观之一，齐鲁红叶之冠。石门坊文化底蕴丰厚，摩崖石刻造像众多，佛塔庙宇别具风韵，神奇的自然风光和丰富的人文景观相融合，成为著名的省级风景名胜区和省级重点文物保护单位。,7:30-18:00,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/202010/5a48b5398e7fb06aa51b966f120c242a.jpg_480x360x95_8666eaaf.jpg,4.4,建议游览时间：12小时 - 3天,,15元,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
奎文门Kuiwenmen,http://travel.qunar.com/p-oi7568565-kuiwenmen,",潍坊
,潍坊
地址:,潍坊
山东省潍坊市奎文区东风街296号,潍坊
,潍坊
",奎文门，为山东潍坊明代建筑。是潍坊古城的城门。也是潍坊古城墙开口处，位于白浪河畔。为三层，上书“鸢飞鱼跃”四字。,全年 全天开放,https://img1.qunarzz.com/travel/poi/1412/13/1342eee745739b7dcdb.jpg_480x360x95_9769e2c6.jpg,4.5,建议游览时间：0.3小时 - 0.5小时,,具体收费情况以现场公示为主,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
山旺国家地质公园,http://travel.qunar.com/p-oi702948-shanwangguojiadizhigong,",潍坊
,潍坊
地址:,潍坊
山东省潍坊市临朐县城东约22公里处,潍坊
,潍坊
",山旺国家地质公园位于山东省潍坊市临朐县城东约22公里处，面积约13平方公里。地质公园地处鲁中隆起区中的临朐凹陷，最高峰尧山，海拔高度为405.5米，公园内总体由两个次级小盆地组成，即解家河盆地和包家河盆地，其外围均为由玄武岩组成的低山丘陵，地形起伏较大。地表水系主要为解家河，属弥河水系，为季节性河流。地质公园以闻名世界的山旺古生物化石及反映其形成环境的火山地貌为特色。,08:30—16:30,,3.0,,,20元,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
农业观光园,http://travel.qunar.com/p-oi702233-nongyeguanguangyuan,",潍坊
,潍坊
地址:,潍坊
山东省青州市昌乐县尧沟镇,潍坊
,潍坊
",昌乐（尧沟）农业观光旅游园是由山东省昌乐县春兴科技服务有限公司与尧沟镇政府共同投资建设的，总投资1500万元，中心区200亩，辐射带动区4.1 万亩，园内建有西瓜博物馆、千米瓜廊、智能温室、棚体展示区、传统农业展示区、葡萄长廊、公园等景点，是一处集新品种、新技术试验、示范及娱乐、休闲、观光于一体的现代化农业生态示范园，堪称“中国西瓜第一园”。,全天,,4.7,,,0元,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
峡山水库,http://travel.qunar.com/p-oi39627525-xiashanshuiku,,,,,0.0,,,,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
菜博会,http://travel.qunar.com/p-oi39608689-caibohui,,,,,0.0,,,具体收费情况以景区现场公示为主,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
戏雪乐园（万吉市场店）,http://travel.qunar.com/p-oi39576232-xixueleyuan,,戏雪乐园（万吉市场店）位于诸城市舜井路267号万吉市场院内，戏雪乐园有雪圈、雪地摩托、雪地转转等众多雪上互动项目，是诸城市专业的冬季冰雪主题游乐园。,,,0.0,,,,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
诸城竹山,http://travel.qunar.com/p-oi39564427-zhuchengzhushan,,,,,5.0,,,具体收费情况以景区现场公示为准；,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
劈山风景区,http://travel.qunar.com/p-oi39559125-pishanfengjingqu,,,,,0.0,,,,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
潍坊十笏园文化街区,http://travel.qunar.com/p-oi39415818-weifangshihuyuanwenhua,,,,,0.0,,,,,4,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
潍坊龙威赶海度假区,http://travel.qunar.com/p-oi39329935-weifanglongweiganhaidu,,位于潍坊市寒亭区，度假区内含多个游玩项目：赶海拾贝体验园、亲海垂钓基地、渔盐文化博物馆等，打造具有滨海特色旅游和亲海休闲体验目的地。带上网兜、铲子、小桶去拥抱大海，赶海的最佳时节，海水被晒得暖暖的，带上孩子，到海滩上捡拾贝壳、小虾蟹等。,,,0.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
甘棠乐园,http://travel.qunar.com/p-oi39156680-gantangleyuan,,,,,5.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
华东保育院旧址,http://travel.qunar.com/p-oi39000086-huadongbaoyuyuanjiuzhi,,,,,0.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
潍坊滨海城市艺术中心,http://travel.qunar.com/p-oi38964298-weifangbinhaichengshi,,,,,0.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
潍坊人防宣教馆,http://travel.qunar.com/p-oi38941976-weifangrenfangxuanjiao,,,,,0.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
丝路绸语文化创意园,http://travel.qunar.com/p-oi38891096-siluchouyuwenhuachuang,,"历史与现代的完美契合，产业与文化的互促共赢，传统与创意的浑然融汇，成就了一块绿色发展的高地，一座文化艺术的殿堂，一个振兴文明的园区……就是“丝路绸语”文化创意园，丝路绸语文化创意园位于山东省潍坊市昌邑市柳疃镇龙河路1号，文化创意园里,创客空间、大师工作室、酒吧、书吧、丝绸文化展示厅散落分布,它们均是用原有厂房改造而来。漫步园内,各种题材的墙绘作品五彩斑斓、个性鲜明。一角的“芳华”酒吧,古色古香的窗户、房檩,装点其中的跨梁自行车、老胶片,历史感与工业风辉映,各类休闲饮品花样繁多,游客和园区创业者可以在“举杯邀明月”的休闲惬意中感受芳华尚在,青春不老。一旁的“半屋伴读”书吧,依托早期织绸的“半屋”改造而成,也是园区的“微图书馆”,以求知乐学为主题,免费为入驻客户以及游玩的民众开放。走进“年代记忆博物馆”,仿佛穿越时光隧道,时代杂货铺里的冰糕箱、梳妆镜、手电筒、猪胰子,“飞驰”而过的绿皮火车,老式电视机上播放的《新白娘子传奇》《红楼梦》等,不仅勾起中老年人的回忆,也让年轻人更真切地感受到了时代的发展变迁。它通过展示丝绸工艺和织绸人家的历史变迁,讲述柳疃丝绸的前世今生,让人们既能欣赏到现代艺术的独特魅力,又能勾起埋藏心底的那份乡愁,感受时光易逝,奋斗不止的丝绸精神。",,,5.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
十笏园美术馆,http://travel.qunar.com/p-oi38844779-shihuyuanmeishuguan,,十笏园美术馆位于潍城区十笏园文化片区内，与潍坊画院、潍坊市美术馆合署办公，建筑面积3200平方米，地上主体建筑4层，主要包括展厅、多功能厅、会议报告厅、陈列室等，具备收藏、研究、陈列展览、教育、交流、服务六大功能。其中，一、二楼展厅展现共长129米。建筑面积6000平方米，展厅共面积1412平方米，一层728平方米，二层684平方米，展现共长375米，展馆为明清仿古式建筑，整体布局典雅、大方，富有浓郁的文化气息，灯光、温控、轨道等展览设备设施智能先进，是潍坊市目前综合面积最大、展览设施最全、配套服务最完善的专业展厅之一。,,,5.0,,,,,5,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
青州凤凰台旅游度假区,http://travel.qunar.com/p-oi38800874-qingzhoufenghuangtailu:,,"凤凰台旅游度假村位于青州西南山区，距城区仅15分钟车程，交通便利。地处南部旅游发展翼，环抱三山，一面临涧，宜居宜游。景区内群山环绕，古树参天，绿意葱龙，正是“绿树村边合，青山郭外斜”，长桥连廊荷塘古藤蜿蜒，潺潺流水，鸟语花香,环境优美，空气清新，负氧离子浓度极高。村子连续被评为“ 潍坊最美森林村”、“山东生态文化村”、“山东省森林村居”、全域旅游示范点、乡村振兴示范点。",,,4.7,,,,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
红高粱文化大院,http://travel.qunar.com/p-oi38578374-honggaoliangwenhuadayuan,,红高粱文化大院位于高密东北乡文化发展区大栏平安村，与莫言旧居隔路相望。占地面积50亩，以文化为核心，集文化交流、民俗历史、自然风光、休闲度假、景区服务中心等多个功能区为一体，旨在打造中国最大的7D错觉艺术体验基地。,,,5.0,,,,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
龙兴寺遗址,http://travel.qunar.com/p-oi38340421-longxingsiyizhi,,,,,0.0,,,具体收费情况以现场公示为主,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
潍坊莲花山农庄小镇,http://travel.qunar.com/p-oi38340064-weifanglianhuashannong,, 潍坊昌乐金宝莲花山农庄小镇项目是山东金宝集团投资兴建的，主要结合当地中草药文化和原生态环境，打造休闲医养基地和种植养殖基地，形成以生态观光、儿童娱乐、医养保健、种植养殖、农耕采摘、休闲度假等多功能于一体的综合性乡村旅游景区。,,,4.3,,,,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
潭溪山玻璃桥,http://travel.qunar.com/p-oi38335932-tanxishanboliqiao,,潭溪山玻璃桥总长上百米，是一座无背斜拉索桥玻璃桥，斜拉的钢索与弯曲的桥面形成扇状，造型独特。可乘观光电梯升至玻璃桥上，一览山川风光。,,,5.0,建议游览时间：1小时 - 2小时,,具体收费情况以现场公示为主,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
青州不夜城,http://travel.qunar.com/p-oi38136268-qingzhoubuyecheng,,,,,3.7,,,,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
神农茶文化博物馆,http://travel.qunar.com/p-oi38134966-shennongchawenhuabowu,",潍坊
,潍坊
地址:,潍坊
潍坊市潍城区青年路宝通街交叉口北50米路东,潍坊
,潍坊
","潍坊市神农茶文化博物馆坐落于潍城区白浪河湿地公园河畔、青年路茶文化特色街南首的新潍坊茶城。占地 1500 余平, 可承接各类小型社会团体活动,是集器具鉴赏、香道体验、茶事 活动、社会交流于一体的茶文化场所。","全年 08:00-11:30,13:00-17:30",,0.0,,,具体收费情况以现场公示为主,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
大牟雪山,http://travel.qunar.com/p-oi38040100-damouxueshan,",潍坊
,潍坊
地址:,潍坊
山东省潍坊市青州市庙子镇大牟村,潍坊
,潍坊
",青州市庙子镇南两公里处的大牟村雪山红叶林景区，有山地4500亩，植被丰富，其中有1600亩的黄栌林。秋季到来，树叶泛红，身临其境，如同走进红叶森林氧吧，空气清新，沁人心脾，令人陶醉。,全年 08:00-17:00,,0.0,建议游览时间：12小时 - 3天,,,,6,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
莱州湾,http://travel.qunar.com/p-oi38035094-laizhouwan,,,,,5.0,,,,,7,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
古城-一门科第,http://travel.qunar.com/p-oi37204247-gucheng_yimenkedi,,,,,0.0,,,,,7,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
金融广场商业街,http://travel.qunar.com/p-oi37198938-jinrongguangchangshang,,,,,5.0,,,具体收费情况以现场公示为主,,7,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
诸城会展中心,http://travel.qunar.com/p-oi37189491-zhuchenghuizhanzhongxin,,,,,0.0,,,具体收费情况以现场公示为主,,7,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
东夷文化标志园,http://travel.qunar.com/p-oi37183685-dongyiwenhuabiaozhiyuan,,,,,0.0,,,具体收费情况以现场公示为主,,7,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
安丘人民公园,http://travel.qunar.com/p-oi37183340-anqiurenmingongyuan,,,,,4.8,,,具体收费情况以现场公示为主,,7,潍坊,广州,潍坊,5.354470491723163,803.1705737584745
